rotation number,time after start [s]
1,2.0916333198547363
2,2.093890905380249
3,2.262752056121826
4,2.264967918395996
5,2.3934829235076904
6,2.3953750133514404
7,2.5102779865264893
8,2.5123016834259033
9,2.613295793533325
10,2.6152102947235107
11,2.711211681365967
12,2.7131857872009277
13,2.8038876056671143
14,2.805837631225586
15,2.8900580406188965
16,2.891927480697632
17,2.9733777046203613
18,2.975252389907837
19,3.0540030002593994
20,3.0558464527130127
21,3.132061243057251
22,3.133985757827759
23,3.2087812423706055
24,3.210641622543335
25,3.2830920219421387
26,3.285510301589966
27,3.3559324741363525
28,3.3578951358795166
29,3.4268414974212646
30,3.4287590980529785
31,3.4996178150177
32,3.5015628337860107
33,3.567542552947998
34,3.5694491863250732
35,3.63733172416687
36,3.639211893081665
37,3.704810619354248
38,3.7067084312438965
39,3.7754175662994385
40,3.7774741649627686
41,3.8425865173339844
42,3.844545364379883
43,3.912102460861206
44,3.914069652557373
45,3.9789535999298096
46,3.98091983795166
47,4.046706676483154
48,4.048818349838257
49,4.11362099647522
50,4.115490674972534
51,4.1802284717559814
52,4.182084560394287
53,4.246970176696777
54,4.249041795730591
55,4.311682462692261
56,4.31361985206604
57,4.376654863357544
58,4.378524303436279
59,4.441296815872192
60,4.443136692047119
61,4.50631308555603
62,4.508301734924316
63,4.570152997970581
64,4.571889162063599
65,4.633801460266113
66,4.635571241378784
67,4.696857690811157
68,4.69861102104187
69,4.7592339515686035
70,4.761080503463745
71,4.8216235637664795
72,4.823368072509766
73,4.882596492767334
74,4.884424448013306
75,4.943601131439209
76,4.945448160171509
77,5.004640340805054
78,5.006407737731934
79,5.0647132396698
80,5.066451549530029
81,5.124691486358643
82,5.1264495849609375
83,5.18442440032959
84,5.186126708984375
85,5.243833065032959
86,5.245598554611206
87,5.303023099899292
88,5.30495023727417
89,5.363637924194336
90,5.365452766418457
91,5.437344789505005
92,5.439101457595825
93,5.5451953411102295
94,5.546951055526733
95,7.746812343597412
