rotation number,time after start [s]
1,4.002981662750244
2,4.0051350593566895
3,4.177998781204224
4,4.180012464523315
5,4.309589862823486
6,4.311546087265015
7,4.422781467437744
8,4.424646854400635
9,4.527656555175781
10,4.529506206512451
11,4.623354196548462
12,4.625279188156128
13,4.715089321136475
14,4.71696400642395
15,4.80225682258606
16,4.804248094558716
17,4.8864240646362305
18,4.888310194015503
19,4.970216989517212
20,4.972130298614502
21,5.050277233123779
22,5.052232980728149
23,5.131010055541992
24,5.132878541946411
25,5.206063747406006
26,5.208006858825684
27,5.28084659576416
28,5.282770395278931
29,5.354108810424805
30,5.356235980987549
31,5.424345254898071
32,5.426227807998657
33,5.493975639343262
34,5.496095895767212
35,5.5630974769592285
36,5.564955472946167
37,5.632705926895142
38,5.634755849838257
39,5.70338249206543
40,5.705215930938721
41,5.771439552307129
42,5.773293972015381
43,5.838071823120117
44,5.8399975299835205
45,5.90531063079834
46,5.907233476638794
47,5.9708099365234375
48,5.972668170928955
49,6.037978887557983
50,6.039906024932861
51,6.105803966522217
52,6.107781648635864
53,6.170290231704712
54,6.172173023223877
55,6.236538887023926
56,6.238363265991211
57,6.300998210906982
58,6.302923917770386
59,6.365392208099365
60,6.367274045944214
61,6.428744077682495
62,6.430565595626831
63,6.492013692855835
64,6.493731737136841
65,6.556276321411133
66,6.557987928390503
67,6.618113040924072
68,6.619898557662964
69,6.680317640304565
70,6.6820292472839355
71,6.741501092910767
72,6.743267774581909
73,6.802016019821167
74,6.803837537765503
75,6.863224506378174
76,6.864952564239502
77,6.92453670501709
78,6.926299571990967
79,6.985520362854004
80,6.987376928329468
81,7.044481039047241
82,7.046223878860474
83,7.103760719299316
84,7.105502605438232
85,7.164107799530029
86,7.1658453941345215
87,7.22767448425293
88,7.229428768157959
89,7.30625057220459
90,7.308064937591553
91,7.428577899932861
92,7.430518865585327
