rotation number,time after start [s]
1,2.3222429752349854
2,2.325648546218872
3,3.1814935207366943
4,3.184767246246338
5,3.794813394546509
6,3.7979040145874023
7,4.3016767501831055
8,4.30478835105896
9,4.745165109634399
10,4.748298645019531
11,5.1451356410980225
12,5.148319959640503
13,5.512285470962524
14,5.515379190444946
15,5.853627443313599
16,5.856598854064941
17,6.174232721328735
18,6.177155256271362
19,6.477535724639893
20,6.480378150939941
21,6.766542196273804
22,6.769279718399048
23,7.043125152587891
24,7.045809745788574
25,7.308861255645752
26,7.311704874038696
27,7.565042972564697
28,7.5679004192352295
29,7.812639474868774
30,7.815325736999512
31,8.052446603775024
32,8.055005311965942
33,8.285189151763916
34,8.28804326057434
35,8.511441946029663
36,8.51387906074524
37,8.731666088104248
38,8.73401927947998
39,8.946486949920654
40,8.948797225952148
41,9.15629267692566
42,9.158777713775635
43,9.361343145370483
44,9.363704919815063
45,9.562103271484375
46,9.56432580947876
47,9.758748054504395
48,9.760966539382935
49,9.951603889465332
50,9.953699111938477
51,10.140780448913574
52,10.142873764038086
53,10.32668948173523
54,10.32880425453186
55,10.509475469589233
56,10.511543035507202
57,10.689220666885376
58,10.691352367401123
59,10.866125106811523
60,10.868100643157959
61,11.040469884872437
62,11.042370557785034
63,11.212335348129272
64,11.2142915725708
65,11.381743431091309
66,11.383617401123047
67,11.548970937728882
68,11.550922632217407
69,11.713961124420166
70,11.715818405151367
71,11.876980781555176
72,11.8788423538208
73,12.038015365600586
74,12.039931535720825
75,12.197173595428467
76,12.199024200439453
77,12.354584693908691
78,12.356391668319702
79,12.510329723358154
80,12.51230764389038
81,12.664294481277466
82,12.666122674942017
83,12.816715478897095
84,12.81855058670044
85,12.967651844024658
86,12.969454288482666
87,13.117127656936646
88,13.118985414505005
89,13.265252590179443
90,13.26725435256958
91,13.412079334259033
92,13.413853883743286
93,13.558053970336914
94,13.559882164001465
95,13.704723596572876
96,13.706555843353271
97,13.852355480194092
98,13.854297161102295
99,14.00093674659729
100,14.002751111984253
101,14.15049695968628
102,14.152250528335571
103,14.301125049591064
104,14.302971839904785
105,14.452695846557617
106,14.454502820968628
107,14.605303287506104
108,14.607180118560791
109,14.75896167755127
110,14.760709285736084
111,14.913606405258179
112,14.915455341339111
113,15.0692720413208
114,15.071147441864014
115,15.225932121276855
116,15.227845191955566
117,15.383641481399536
118,15.385457277297974
119,15.542360544204712
120,15.544134140014648
121,15.702120304107666
122,15.703953981399536
123,15.862874746322632
124,15.864646911621094
125,16.024630069732666
126,16.026469230651855
127,16.18740963935852
128,16.189216375350952
129,16.351214170455933
130,16.352989435195923
131,16.51607036590576
132,16.517836570739746
133,16.681982040405273
134,16.68383002281189
135,16.848971605300903
136,16.85077714920044
137,17.017008543014526
138,17.018817901611328
139,17.186188459396362
140,17.18793249130249
141,17.35639238357544
142,17.358267068862915
143,17.5277099609375
144,17.529511213302612
145,17.700168132781982
146,17.701972723007202
147,17.8737735748291
148,17.87566065788269
149,18.048508882522583
150,18.050360202789307
151,18.224440574645996
152,18.226280689239502
153,18.40155005455017
154,18.4034743309021
155,18.579872846603394
156,18.58163595199585
157,18.75942301750183
158,18.76121187210083
159,18.940256595611572
160,18.942041158676147
161,19.122354745864868
162,19.12410283088684
163,19.30574131011963
164,19.3076434135437
165,19.49042582511902
166,19.4921977519989
167,19.676486015319824
168,19.678303718566895
169,19.86393904685974
170,19.865721464157104
171,20.05274748802185
172,20.054641723632812
173,20.243019819259644
174,20.244775533676147
175,20.43472123146057
176,20.436514377593994
177,20.627903938293457
178,20.629718780517578
179,20.822547674179077
180,20.824313163757324
181,21.018744945526123
182,21.020507097244263
183,21.21651840209961
184,21.218350648880005
185,21.415897369384766
186,21.41772985458374
187,21.61688804626465
188,21.618738174438477
189,21.819502115249634
190,21.82125973701477
191,22.023833513259888
192,22.02558398246765
193,22.22987675666809
194,22.23183250427246
195,22.43768882751465
196,22.439540147781372
197,22.647300481796265
198,22.649084329605103
199,22.858728408813477
200,22.860549688339233
201,23.072052240371704
202,23.07384490966797
203,23.287348747253418
204,23.28921604156494
205,23.504554986953735
206,23.506450653076172
207,23.723788022994995
208,23.72554874420166
209,23.94507336616516
210,23.946890115737915
211,24.16846799850464
212,24.170291900634766
213,24.394031286239624
214,24.3959002494812
215,24.621861696243286
216,24.624008417129517
217,24.851913928985596
218,24.85374164581299
219,25.084296941757202
220,25.08609676361084
221,25.319119930267334
222,25.320983409881592
223,25.556294679641724
224,25.558109045028687
225,25.7959566116333
226,25.797754764556885
227,26.038240909576416
228,26.04002356529236
229,26.28306770324707
230,26.28481888771057
231,26.53068470954895
232,26.532452821731567
233,26.781121253967285
234,26.782999515533447
235,27.03438711166382
236,27.036211729049683
237,27.290592908859253
238,27.292367696762085
239,27.54986810684204
240,27.551818132400513
241,27.812252283096313
242,27.814093112945557
243,28.07788610458374
244,28.079773902893066
245,28.346875190734863
246,28.348674058914185
247,28.61928415298462
248,28.621074199676514
249,28.895273685455322
250,28.897029161453247
251,29.174957513809204
252,29.176759243011475
253,29.45842146873474
254,29.460354328155518
255,29.74580430984497
256,29.747684717178345
257,30.03722906112671
258,30.039076566696167
259,30.332911729812622
260,30.334778308868408
261,30.63301420211792
262,30.634888410568237
263,30.937642097473145
264,30.93948984146118
265,31.247030019760132
266,31.248783826828003
267,31.56135606765747
268,31.563325881958008
269,31.880743503570557
270,31.88260769844055
271,32.20550894737244
272,32.20747947692871
273,32.535863161087036
274,32.53763556480408
275,32.871962785720825
276,32.87376427650452
277,33.214253187179565
278,33.21626925468445
279,33.56265687942505
280,33.564547300338745
281,33.917765378952026
282,33.919668674468994
283,34.27994680404663
284,34.281734466552734
285,34.649375200271606
286,34.6513397693634
287,35.02647161483765
288,35.02827739715576
289,35.411677837371826
290,35.41352701187134
291,35.80545377731323
292,35.80732727050781
293,36.208346128463745
294,36.21027326583862
295,36.620890617370605
296,36.62275719642639
297,37.04374313354492
298,37.045514822006226
299,37.477548360824585
300,37.47949171066284
301,37.92280888557434
302,37.92463207244873
303,38.380532026290894
304,38.3824143409729
305,38.851529121398926
306,38.853341579437256
307,39.336894512176514
308,39.33883738517761
309,39.83795690536499
310,39.83989715576172
311,40.355727672576904
312,40.35749816894531
313,40.89200019836426
314,40.89381265640259
315,41.44866156578064
316,41.450669288635254
317,42.027700662612915
318,42.02953791618347
319,42.631548166275024
320,42.63331699371338
321,43.26306366920471
322,43.2648503780365
323,43.92593336105347
324,43.92797493934631
325,44.624919176101685
326,44.62680673599243
327,45.36499571800232
328,45.366878032684326
329,46.15357327461243
330,46.15558195114136
331,46.99973773956299
332,47.00156307220459
333,47.915167570114136
334,47.917081356048584
335,48.918962240219116
336,48.9207968711853
337,50.036168575286865
338,50.03804564476013
339,51.311036586761475
340,51.31288290023804
341,52.823792457580566
342,52.82566857337952
343,54.738691091537476
344,54.7406005859375
345,57.670360803604126
346,57.67249917984009
347,61.666454792022705
