rotation number,time after start [s]
1,2.201241970062256
2,2.2034828662872314
3,3.6982474327087402
4,3.700406789779663
5,4.670557498931885
6,4.672645807266235
7,5.457330703735352
8,5.45946192741394
9,6.140162706375122
10,6.142341375350952
11,6.752816915512085
12,6.755069255828857
13,7.313891887664795
14,7.315967321395874
15,7.835526943206787
16,7.837667942047119
17,8.326028823852539
18,8.328094005584717
19,8.791561365127563
20,8.793766498565674
21,9.236115217208862
22,9.238242626190186
23,9.662535190582275
24,9.664570569992065
25,10.07287859916687
26,10.07496976852417
27,10.468558073043823
28,10.470653533935547
29,10.850854396820068
30,10.85306191444397
31,11.221320867538452
32,11.223421812057495
33,11.58190631866455
34,11.583943605422974
35,11.933389902114868
36,11.935449600219727
37,12.275753259658813
38,12.277855396270752
39,12.610013008117676
40,12.612077713012695
41,12.936855792999268
42,12.939021110534668
43,13.256808519363403
44,13.258879661560059
45,13.570400953292847
46,13.572474718093872
47,13.878084659576416
48,13.880122900009155
49,14.180229425430298
50,14.182291984558105
51,14.477096557617188
52,14.479086875915527
53,14.769227027893066
54,14.77116870880127
55,15.0567786693573
56,15.058828115463257
57,15.340006828308105
58,15.341969013214111
59,15.619123697280884
60,15.621115446090698
61,15.894322633743286
62,15.89619755744934
63,16.165777444839478
64,16.167598009109497
65,16.433666467666626
66,16.43576169013977
67,16.698036193847656
68,16.699862957000732
69,16.959157943725586
70,16.96111536026001
71,17.217095375061035
72,17.2189040184021
73,17.47197961807251
74,17.47383403778076
75,17.723950624465942
76,17.725812196731567
77,17.973079919815063
78,17.974831581115723
79,18.219465494155884
80,18.221442937850952
81,18.463287353515625
82,18.465131521224976
83,18.704618453979492
84,18.706458568572998
85,18.943508625030518
86,18.945451974868774
87,19.18013286590576
88,19.1821026802063
89,19.41682004928589
90,19.418662071228027
91,19.6559476852417
92,19.657776594161987
93,19.89769148826599
94,19.899482488632202
95,20.14210605621338
96,20.14389157295227
97,20.38928747177124
98,20.391090393066406
99,20.63931703567505
100,20.641155242919922
101,20.89226007461548
102,20.894275903701782
103,21.148165464401245
104,21.15004253387451
105,21.40720009803772
106,21.409059286117554
107,21.66939878463745
108,21.67119574546814
109,21.934873580932617
110,21.936645030975342
111,22.203726530075073
112,22.205557107925415
113,22.47605061531067
114,22.47786521911621
115,22.751969814300537
116,22.753920793533325
117,23.031608819961548
118,23.03358817100525
119,23.315057039260864
120,23.316858291625977
121,23.602447986602783
122,23.604217290878296
123,23.8939790725708
124,23.895751953125
125,24.18975281715393
126,24.191545486450195
127,24.489946126937866
128,24.491742372512817
129,24.794742822647095
130,24.796490907669067
131,25.104297637939453
132,25.10626769065857
133,25.418692111968994
134,25.420519590377808
135,25.73822522163391
136,25.740058422088623
137,26.063042402267456
138,26.064825773239136
139,26.393451690673828
140,26.39525580406189
141,26.72972798347473
142,26.7315456867218
143,27.072225093841553
144,27.074161529541016
145,27.421146154403687
146,27.42298460006714
147,27.776890993118286
148,27.778947591781616
149,28.139697313308716
150,28.141806602478027
151,28.509885787963867
152,28.511711835861206
153,28.887889623641968
154,28.889755487442017
155,29.2741539478302
156,29.27602481842041
157,29.669220209121704
158,29.671053171157837
159,30.07351517677307
160,30.07532286643982
161,30.487791061401367
162,30.48966646194458
163,30.912567377090454
164,30.914447784423828
165,31.348564624786377
166,31.35051393508911
167,31.79645800590515
168,31.798307180404663
169,32.25713610649109
170,32.258952140808105
171,32.731743812561035
172,32.73359251022339
173,33.221354722976685
174,33.22326683998108
175,33.72717332839966
176,33.72905158996582
177,34.25070881843567
178,34.25252938270569
179,34.79360222816467
180,34.795443534851074
181,35.357736349105835
182,35.35960555076599
183,35.94560790061951
184,35.94754147529602
185,36.559566259384155
186,36.56173253059387
187,37.20287489891052
188,37.20479106903076
189,37.87974739074707
190,37.88166856765747
191,38.59471678733826
192,38.59654927253723
193,39.354148626327515
194,39.35607361793518
195,40.16592264175415
196,40.16776251792908
197,41.040701150894165
198,41.04277324676514
199,41.993340253829956
200,41.99517226219177
201,43.04438138008118
202,43.04640769958496
203,44.22657084465027
204,44.228435754776
205,45.59723472595215
206,45.599127531051636
207,47.26677203178406
208,47.26885962486267
209,49.52405071258545
210,49.52611756324768
211,54.32351899147034
212,54.3255877494812
213,56.293580293655396
