rotation number,time after start [s]
1,2.334014892578125
2,2.3363280296325684
3,3.227820634841919
4,3.230039119720459
5,3.85477352142334
6,3.856693983078003
7,4.370044708251953
8,4.372004508972168
9,4.818549156188965
10,4.820517301559448
11,5.222417593002319
12,5.2243969440460205
13,5.593055248260498
14,5.595205545425415
15,5.93772292137146
16,5.939709186553955
17,6.261280536651611
18,6.263258934020996
19,6.566986560821533
20,6.56888222694397
21,6.857815265655518
22,6.85976243019104
23,7.135942220687866
24,7.1380274295806885
25,7.402915954589844
26,7.404816389083862
27,7.659948825836182
28,7.661989212036133
29,7.908328533172607
30,7.910303831100464
31,8.148874998092651
32,8.150830268859863
33,8.382353067398071
34,8.384254693984985
35,8.609403848648071
36,8.611375570297241
37,8.830429077148438
38,8.832327127456665
39,9.04602599143982
40,9.04805064201355
41,9.256475448608398
42,9.258465051651001
43,9.462220907211304
44,9.464113235473633
45,9.66360592842102
46,9.665478467941284
47,9.860917329788208
48,9.863001585006714
49,10.054380178451538
50,10.056295156478882
51,10.244274377822876
52,10.246255159378052
53,10.430805444717407
54,10.43271517753601
55,10.614153146743774
56,10.616053342819214
57,10.79459810256958
58,10.796488761901855
59,10.972145557403564
60,10.974117994308472
61,11.146941661834717
62,11.14887547492981
63,11.319446325302124
64,11.321263790130615
65,11.489367961883545
66,11.491206407546997
67,11.657084226608276
68,11.658908128738403
69,11.822725534439087
70,11.824482202529907
71,11.986271381378174
72,11.98801565170288
73,12.147891998291016
74,12.149687051773071
75,12.307569742202759
76,12.30935263633728
77,12.465511083602905
78,12.467458963394165
79,12.621783256530762
80,12.623595952987671
81,12.776405334472656
82,12.778226613998413
83,12.92935562133789
84,12.931192398071289
85,13.081108808517456
86,13.083043575286865
87,13.231611251831055
88,13.233402967453003
89,13.38000202178955
90,13.381790161132812
91,13.52722430229187
92,13.529001474380493
93,13.674261808395386
94,13.676035642623901
95,13.822003364562988
96,13.823746919631958
97,13.970794439315796
98,13.97254204750061
99,14.120733261108398
100,14.122565984725952
101,14.271568298339844
102,14.273293018341064
103,14.423277616500854
104,14.425069093704224
105,14.576198101043701
106,14.578060865402222
107,14.730183601379395
108,14.731961250305176
109,14.885194778442383
110,14.887038469314575
111,15.041338205337524
112,15.04326319694519
113,15.198517322540283
114,15.200310707092285
115,15.35675859451294
116,15.35859203338623
117,15.51602840423584
118,15.517833232879639
119,15.67646598815918
120,15.678373098373413
121,15.838037252426147
122,15.839830160140991
123,16.000447511672974
124,16.002277851104736
125,16.16392493247986
126,16.16566491127014
127,16.328606605529785
128,16.330448150634766
129,16.494304180145264
130,16.49602723121643
131,16.661060571670532
132,16.662870168685913
133,16.82901382446289
134,16.830970287322998
135,16.997971773147583
136,16.999780654907227
137,17.16804575920105
138,17.170065879821777
139,17.339153051376343
140,17.340935468673706
141,17.511364698410034
142,17.513134479522705
143,17.686338901519775
144,17.68811869621277
145,17.860987901687622
146,17.86282229423523
147,18.036811351776123
148,18.03865694999695
149,18.213836193084717
150,18.215674877166748
151,18.39203667640686
152,18.393765926361084
153,18.57145071029663
154,18.57319712638855
155,18.752126932144165
156,18.753861904144287
157,18.93406105041504
158,18.935803413391113
159,19.117315530776978
160,19.119369506835938
161,19.301833152770996
162,19.303664445877075
163,19.48769187927246
164,19.489458084106445
165,19.674927473068237
166,19.676690578460693
167,19.863529920578003
168,19.865291118621826
169,20.05354595184326
170,20.05536198616028
171,20.244987726211548
172,20.246817111968994
173,20.43791675567627
174,20.439675331115723
175,20.632279634475708
176,20.634108066558838
177,20.828189849853516
178,20.829981327056885
179,21.025649547576904
180,21.027493715286255
181,21.22469687461853
182,21.22660207748413
183,21.425328493118286
184,21.42721176147461
185,21.627606868743896
186,21.629361152648926
187,21.831557989120483
188,21.833316802978516
189,22.037216186523438
190,22.039044857025146
191,22.244678497314453
192,22.246511936187744
193,22.453826904296875
194,22.455618619918823
195,22.66484808921814
196,22.66667675971985
197,22.877753257751465
198,22.879566431045532
199,23.092535972595215
200,23.09445810317993
201,23.309237718582153
202,23.311108589172363
203,23.52794122695923
204,23.52967643737793
205,23.748679876327515
206,23.7505362033844
207,23.971510410308838
208,23.97328495979309
209,24.19645357131958
210,24.19828963279724
211,24.42357897758484
212,24.42535924911499
213,24.652962923049927
214,24.654842138290405
215,24.884592294692993
216,24.886526823043823
217,25.1186683177948
218,25.120601892471313
219,25.355107069015503
220,25.357109785079956
221,25.5940158367157
222,25.595824241638184
223,25.835404872894287
224,25.837152242660522
225,26.079424619674683
226,26.081259965896606
227,26.32613754272461
228,26.327911853790283
229,26.57556462287903
230,26.57733464241028
231,26.827811241149902
232,26.829607486724854
233,27.08297085762024
234,27.08475112915039
235,27.341125965118408
236,27.343060731887817
237,27.60232186317444
238,27.6041202545166
239,27.86671471595764
240,27.868467569351196
241,28.134401082992554
242,28.13616180419922
243,28.405476808547974
244,28.407343864440918
245,28.680004119873047
246,28.68178415298462
247,28.958133459091187
248,28.959956407546997
249,29.239988803863525
250,29.241848468780518
251,29.525667905807495
252,29.527532815933228
253,29.81534218788147
254,29.817130088806152
255,30.109081745147705
256,30.110909461975098
257,30.407068967819214
258,30.408810138702393
259,30.70948886871338
260,30.711339235305786
261,31.01648998260498
262,31.018477201461792
263,31.328304529190063
264,31.33025550842285
265,31.645055770874023
266,31.646909713745117
267,31.967007160186768
268,31.96880865097046
269,32.29436659812927
270,32.29612183570862
271,32.62747263908386
272,32.62953543663025
273,32.96620035171509
274,32.968050479888916
275,33.31124258041382
276,33.3131160736084
277,33.66261410713196
278,33.66440463066101
279,34.020812034606934
280,34.0227632522583
281,34.386061906814575
282,34.387890577316284
283,34.758716106414795
284,34.76048445701599
285,35.13916730880737
286,35.140929222106934
287,35.52791094779968
288,35.52979564666748
289,35.92533755302429
290,35.92730736732483
