rotation number,time after start [s]
1,2.669287919998169
2,2.6715874671936035
3,3.582183599472046
4,3.5842583179473877
5,4.2173991203308105
6,4.219660043716431
7,4.735945224761963
8,4.737911701202393
9,5.186847686767578
10,5.188758611679077
11,5.591952800750732
12,5.593890905380249
13,5.96297550201416
14,5.964905500411987
15,6.308092832565308
16,6.310108661651611
17,6.632417678833008
18,6.634420156478882
19,6.93928337097168
20,6.941203594207764
21,7.23120903968811
22,7.233138084411621
23,7.510366439819336
24,7.512264966964722
25,7.778260231018066
26,7.780235767364502
27,8.036555767059326
28,8.03858232498169
29,8.286012411117554
30,8.288236856460571
31,8.527345180511475
32,8.529252290725708
33,8.761604070663452
34,8.763596773147583
35,8.989461183547974
36,8.991459608078003
37,9.21125340461731
38,9.213224172592163
39,9.427506446838379
40,9.429423809051514
41,9.638744354248047
42,9.640637397766113
43,9.84523868560791
44,9.84721040725708
45,10.047452926635742
46,10.049406051635742
47,10.245649576187134
48,10.247778177261353
49,10.439977645874023
50,10.441916704177856
51,10.630762577056885
52,10.63268232345581
53,10.81820797920227
54,10.820162057876587
55,11.002523422241211
56,11.00449252128601
57,11.183897018432617
58,11.185781955718994
59,11.362494945526123
60,11.364378452301025
61,11.538460731506348
62,11.540356159210205
63,11.71190857887268
64,11.713699102401733
65,11.882999420166016
66,11.884782552719116
67,12.0518057346344
68,12.05356216430664
69,12.218521356582642
70,12.22036600112915
71,12.383237838745117
72,12.38501262664795
73,12.546052932739258
74,12.54801630973816
75,12.70696759223938
76,12.70878267288208
77,12.866160869598389
78,12.86802077293396
79,13.023655414581299
80,13.025466918945312
81,13.179569721221924
82,13.181345224380493
83,13.333986282348633
84,13.335930347442627
85,13.486997127532959
86,13.48876690864563
87,13.638633012771606
88,13.64040756225586
89,13.788955688476562
90,13.79082202911377
91,13.938029289245605
92,13.939929485321045
93,14.086254596710205
94,14.088074922561646
95,14.235299825668335
96,14.23714828491211
97,14.385314702987671
98,14.387171983718872
99,14.536423206329346
100,14.538198471069336
101,14.688610553741455
102,14.690452814102173
103,14.841914892196655
104,14.843917608261108
105,14.996338129043579
106,14.99811601638794
107,15.151923656463623
108,15.153732538223267
109,15.308704614639282
110,15.310545682907104
111,15.466644763946533
112,15.468410015106201
113,15.625811100006104
114,15.62765908241272
115,15.78614592552185
116,15.787982940673828
117,15.947721004486084
118,15.949522018432617
119,16.110479593276978
120,16.112254858016968
121,16.274412870407104
122,16.27627420425415
123,16.439385414123535
124,16.441172122955322
125,16.605618476867676
126,16.607473134994507
127,16.77299976348877
128,16.774865865707397
129,16.941558361053467
130,16.943394660949707
131,17.111377716064453
132,17.113171339035034
133,17.282533168792725
134,17.284384727478027
135,17.454782724380493
136,17.45656108856201
137,17.62838339805603
138,17.63015866279602
139,17.803226947784424
140,17.805054903030396
141,17.97932505607605
142,17.98111343383789
143,18.15665292739868
144,18.158863067626953
145,18.33525037765503
146,18.337074995040894
147,18.51508116722107
148,18.51688838005066
149,18.696216821670532
150,18.698005199432373
151,18.878637075424194
152,18.880391597747803
153,19.062466859817505
154,19.06421995162964
155,19.247461080551147
156,19.249215841293335
157,19.433908939361572
158,19.435770273208618
159,19.621700286865234
160,19.623568534851074
161,19.810904264450073
162,19.812668800354004
163,20.00154447555542
164,20.003397464752197
165,20.193673372268677
166,20.195618867874146
167,20.387240409851074
168,20.389052391052246
169,20.582338094711304
170,20.584122896194458
171,20.778913497924805
172,20.780691385269165
173,20.97706627845764
174,20.97892475128174
175,21.176855087280273
176,21.178685665130615
177,21.378204107284546
178,21.380068063735962
179,21.581249475479126
180,21.583078622817993
181,21.786038398742676
182,21.787896394729614
183,21.992550134658813
184,21.994441032409668
185,22.2008798122406
186,22.20283031463623
187,22.410956621170044
188,22.412756204605103
189,22.62293839454651
190,22.624715566635132
191,22.836809396743774
192,22.838671684265137
193,23.052672147750854
194,23.054548263549805
195,23.27047371864319
196,23.272264003753662
197,23.490349054336548
198,23.492106199264526
199,23.712286472320557
200,23.714025735855103
201,23.93637990951538
202,23.93813443183899
203,24.162665605545044
204,24.16446089744568
205,24.39121103286743
206,24.39307737350464
207,24.62201762199402
208,24.623886346817017
209,24.855197429656982
210,24.856989860534668
211,25.09081268310547
212,25.092594385147095
213,25.328941106796265
214,25.33081340789795
215,25.56958532333374
